Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
bio d oc,9,9,720,23,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-medicale-carcasonne/,1,0.06,0.00,0,401000000,"[20,30,41,24,36,16,20,20,79,13,54,24]",2023-06-23,"Local pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
bâtiment modulaire,8,8,170,39,2.64,https://www.cougnaud-construction.com/,1,0.06,2.00,1,4570000,"[44,35,54,15,23,11,18,23,23,23,28,23]",2023-06-13,"Local pack, Image pack, Sitelinks, Reviews, Image, Ads bottom, Find results on, Indented, Related searches",commercial,Organic
bureaux modulaires,20,20,1000,6,0.95,https://www.cougnaud-construction.com/construction-modulaire/construction-prefabriques/bureaux-prefabriques/,1,0.06,0.00,1,1620000,"[44,44,65,82,34,34,13,34,34,5,4,5]",2023-06-22,"Image pack, Reviews, Image, Indented, Related searches",informational,Organic
centre d'entrainement paris fc,4,4,140,21,0.00,https://www.cougnaud-construction.com/realisations/centre-dentrainement/,1,0.06,0.00,0,1520000,"[100,100,100,80,52,33,42,100,66,42,80,52]",2023-06-20,"Sitelinks, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
hopital de sens,18,18,2900,31,0.00,https://www.cougnaud-construction.com/realisations/locaux-medicaux-sens/,1,0.06,0.00,0,8950000,"[80,80,80,80,80,80,66,80,100,80,100,80]",2023-06-21,"Knowledge panel, Sitelinks, Reviews, Image, FAQ, Related searches",navigational,Organic
collège saint exupéry,44,43,4400,42,0.00,https://www.cougnaud-construction.com/realisations/college-saint-exupery/,1,0.06,0.00,0,1570000,"[29,2,8,44,16,16,16,24,54,6,100,24]",2023-06-25,"Local pack, Image pack, Sitelinks, Reviews, FAQ, Find results on, Indented, Related searches",informational,Organic
cse cougnaud,8,8,260,12,0.00,https://www.cougnaud-construction.com/construction-modulaire-2/,1,0.06,0.00,0,80,"[28,23,23,23,54,23,100,100,54,23,23,35]",2023-06-16,"Image pack, Sitelinks, Indented",navigational,Organic
prefabrique modulaire,5,5,40,11,1.10,https://www.cougnaud-construction.com/construction-modulaire/construction-prefabriques/,1,0.06,1.00,1,529000,"[18,100,18,100,18,18,18,18,18,18,18,18]",2023-06-13,"Image pack, Sitelinks, Reviews, Image, Video Carousel, Indented, Related searches",commercial,Organic
resultat paris fc,9,9,170,28,0.00,https://www.cougnaud-construction.com/realisations/centre-dentrainement/,1,0.06,0.00,0,84,"[66,3,3,54,23,28,11,11,44,28,28,23]",2023-06-22,"Image pack, Featured snippet, People also ask, Twitter carousel, Indented, Related searches",informational,People also ask
entreprise cougnaud,2,2,110,44,0.79,https://www.cougnaud-construction.com/,1,0.06,0.00,0.23,84,"[52,52,82,64,52,82,64,64,64,100,52,64]",2023-06-02,"Local pack, Image pack, Sitelinks, Reviews, Find results on, Indented, Related searches","commercial, navigational",Organic
laboratoires carcassonne,60,60,590,18,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-medicale-carcasonne/,0,0,0.00,0,1350000,"[10,81,0,0,100,30,0,30,36,81,62,81]",2023-06-13,"Local pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
cougnaud recrutement la roche-sur-yon,19,19,40,11,0.08,https://www.cougnaud-construction.com/,0,0,0.00,0.12,53,"[18,18,18,100,63,36,100,18,18,18,18,18]",2023-06-15,"Knowledge panel, Image pack, Jobs search, Indented, Related searches","navigational, transactional",Organic
animedic,25,25,140,19,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-veterinaire-la-tardiere/,0,0,0.00,0,91,"[52,52,66,66,66,66,66,66,66,100,80,100]",2023-05-31,"Knowledge panel, Reviews, FAQ, Indented, Related searches",informational,Organic
construction de bâtiments industriels,62,62,40,19,3.13,https://www.cougnaud-construction.com/secteurs/industrie/,0,0,0.00,0.45,22800000,"[0,0,0,0,0,0,14,50,100,64,50,50]",2023-06-24,"Local pack, Image pack, Sitelinks, Reviews, Ads bottom, Video Carousel, People also ask, Find results on, Indented, Related searches",informational,Organic
mairie corbeil essonne,37,37,110,32,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-mairie-corbeil-essonne/,0,0,0.00,0,313000,"[82,64,64,82,82,52,52,52,64,82,64,82]",2023-06-06,"Knowledge panel, Image pack, Sitelinks, Image, Indented, Related searches",navigational,Organic
foot 85,64,64,480,29,0.00,https://www.cougnaud-construction.com/realisations/club-house-le-poire-sur-vie/,0,0,0.00,0,575000000,"[100,66,66,81,100,81,66,44,44,44,81,81]",2023-06-24,"Local pack, Image pack, Sitelinks, Image, Find results on, Indented, Related searches",commercial,Organic
voxintime,49,49,70,47,0.63,https://www.cougnaud-construction.com/accelerons-vote-du-public/,0,0,0.00,0.14,90,"[14,9,9,9,9,9,66,100,52,52,42,9]",2023-06-04,"Image pack, Indented, Related searches",commercial,Organic
costruction,80,80,50,63,0.79,https://www.cougnaud-construction.com/,0,0,0.00,0.02,3700000000,"[100,53,53,15,0,7,0,7,3,7,7,11]",2023-06-17,"Instant answer, Local pack, Top stories, Image pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Indented, Related searches, See results about",commercial,Organic
europcar marseille aeroport,45,45,320,24,2.54,https://www.cougnaud-construction.com/agence-europcar/,0,0,0.00,0.35,88,"[81,81,54,100,66,54,43,43,81,43,54,43]",2023-06-20,"Knowledge panel, Image pack, Reviews, Ads top, Indented, Related searches","navigational, transactional",Organic
laboratoire montpon menesterol,72,72,70,28,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-medicale-carcasonne/,0,0,0.00,0,96,"[34,19,34,15,26,34,34,26,53,26,42,19]",2023-06-05,"Local pack, Find results on, Indented",commercial,Organic
vestiaire de foot,74,74,110,15,0.87,https://www.cougnaud-construction.com/realisations/vestiaires-sportifs-auterive/,0,0,0.00,0.97,3750000,"[82,82,64,64,82,64,64,82,64,82,64,82]",2023-06-12,"Image pack, Image, Indented, Related searches",informational,Organic
esid de lyon,18,18,50,9,0.00,https://www.cougnaud-construction.com/realisations/hebergement-et-stockage/,0,0,0.00,0,86,"[10,8,4,6,22,8,10,4,10,14,14,6]",2023-06-07,"Image pack, Image, Indented, Related searches",informational,Organic
construction batiment,65,65,480,38,1.02,https://www.cougnaud-construction.com/,0,0,0.00,0.16,41500000,"[81,100,54,54,81,81,66,54,66,100,29,66]",2023-06-17,"Local pack, Image pack, Video Carousel, People also ask, Related searches",commercial,Organic
ecole quincy sous senart,28,28,40,18,0.00,https://www.cougnaud-construction.com/realisations/ecole-periscolaire-quincy-sous-senart/,0,0,0.00,0.02,273000,"[18,100,18,18,100,18,18,18,18,18,18,18]",2023-06-12,"Local pack, Image pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
college victor duruy fontenay,60,60,70,25,0.00,https://www.cougnaud-construction.com/realisations/salles-de-classe/,0,0,0.00,0,96,"[0,14,4,9,100,0,66,66,23,33,14,42]",2023-06-19,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
centre formation paris,66,66,90,23,1.03,https://www.cougnaud-construction.com/realisations/centre-de-formation/,0,0,0.00,0.3,177000000,"[100,18,100,45,45,100,100,100,100,100,81,100]",2023-05-30,"Local pack, Sitelinks, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
collège la tour,36,36,260,23,0.00,https://www.cougnaud-construction.com/realisations/college-lycee-g-de-la-tour/,0,0,0.00,0,48200000,"[28,35,35,23,100,66,44,28,54,28,35,28]",2023-06-22,"Knowledge panel, Sitelinks, Reviews, Image, Related searches",navigational,Organic
by self restaurant saint nazaire,18,18,70,31,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-stx/,0,0,0.00,0,93,"[7,78,100,100,78,78,14,14,14,78,28,50]",2023-06-11,"Knowledge panel, Image pack, Reviews, Image, Indented",informational,Organic
georges de la tour nancy,39,39,590,30,0.00,https://www.cougnaud-construction.com/realisations/college-lycee-g-de-la-tour/,0,0,0.00,0,5250000,"[100,100,81,81,81,54,66,44,100,81,81,54]",2023-06-22,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
batiments scolaires,9,9,40,33,1.23,https://www.cougnaud-construction.com/scolaire/,0,0,0.00,0.03,34100000,"[11,0,0,0,11,11,11,64,11,11,64,64]",2023-06-24,"Image pack, Sitelinks, Reviews, People also ask, Indented, Related searches, See results about",informational,Organic
argenteuil lycée,63,63,90,22,0.00,https://www.cougnaud-construction.com/realisations/lycee-argenteuil/,0,0,0.00,0,804000,"[8,8,6,5,5,6,10,3,6,5,6,5]",2023-06-13,"Local pack, Image pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
creche la maison bleue,52,52,1600,33,0.67,https://www.cougnaud-construction.com/realisations/maison-bleue-saint-cyr/,0,0,0.00,0.07,86,"[79,79,79,54,100,100,66,54,100,41,36,41]",2023-06-22,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, People also ask, Indented, Related searches",navigational,Organic
algeco aménagé,60,60,480,24,0.76,https://www.cougnaud-construction.com/,0,0,0.00,0.99,7470,"[44,54,66,66,66,81,81,44,100,100,100,66]",2023-06-14,"Image pack, Reviews, Image, People also ask, Indented, Related searches","informational, transactional",Organic
mam perpignan,68,68,170,18,1.02,https://www.cougnaud-construction.com/agapanthes-mam-cougnaud-inaugures/,0,0,0.00,0.02,798000,"[65,53,53,43,81,53,65,43,100,43,43,43]",2023-06-08,"Local pack, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
veterinaire eysines,49,49,590,19,0.00,https://www.cougnaud-construction.com/realisations/clinique-veterinaire-bordeaux/,0,0,0.00,0,80,"[81,81,81,100,66,66,66,54,66,81,81,81]",2023-06-14,"Local pack, Image pack, Sitelinks, Reviews, Find results on, Related searches",commercial,Organic
igr villejuif,47,47,2400,32,9.44,https://www.cougnaud-construction.com/realisations/laboratoire-institut-gustave-roussy/,0,0,0.00,0.01,77900,"[65,65,55,65,82,82,82,82,82,82,82,82]",2023-06-22,"Knowledge panel, Sitelinks, Reviews, Image, Video Carousel, People also ask, Indented, Related searches",navigational,Organic
brest kerichen,57,57,90,31,0.00,https://www.cougnaud-construction.com/lycee-la-perouse-kerichen-brest-29/,0,0,0.00,0,92,"[64,100,64,35,35,50,64,50,78,14,78,78]",2023-06-21,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches","commercial, navigational",Organic
algeco construction modulaire,22,22,70,18,1.18,https://www.cougnaud-construction.com/,0,0,0.00,1,17500,"[100,100,18,18,100,100,100,63,45,18,36,18]",2023-06-17,"Knowledge panel, Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches","navigational, transactional",Organic
chryso sermaises,14,14,320,26,0.00,https://www.cougnaud-construction.com/realisations/restaurant-dentreprise-chryso/,0,0,0.00,0,90,"[81,66,54,43,66,66,66,54,81,54,54,54]",2023-06-21,"Knowledge panel, Image pack, Sitelinks, Image, Indented, Related searches",navigational,Organic
veterinaire pineuilh,23,23,110,14,0.00,https://www.cougnaud-construction.com/realisations/clinique-veterinaire/,0,0,0.00,0.01,62,"[100,78,78,78,78,78,64,64,78,64,78,64]",2023-06-04,"Local pack, Image pack, Reviews, Image, Find results on",commercial,Organic
kerichen brest,75,75,480,29,0.00,https://www.cougnaud-construction.com/lycee-la-perouse-kerichen-brest-29/,0,0,0.00,0,89,"[54,100,81,81,100,66,66,54,81,44,100,44]",2023-06-14,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, FAQ, Related searches",navigational,Organic
académie olympique lyonnais,69,69,50,27,0.00,https://www.cougnaud-construction.com/groupama-ol-academy/,0,0,0.00,0,90,"[27,18,18,27,27,18,27,27,100,100,81,27]",2023-06-16,"Instant answer, Knowledge panel, Top stories, Sitelinks, Reviews, Video Carousel, People also ask, Indented, Related searches",informational,Organic
ardennes thierache,44,39,170,35,0.00,https://www.cougnaud-construction.com/realisations/pole-scolaire-ardennes-thierache/,0,0,0.00,0,263000,"[53,65,53,53,80,80,65,53,65,80,53,53]",2023-06-25,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Video Carousel, Indented, Related searches",navigational,Organic
vestiaire sport,56,56,70,5,1.48,https://www.cougnaud-construction.com/scolaire/vestiaires-sportif/,0,0,0.00,1,11100000,"[81,63,81,63,81,63,45,45,63,45,100,63]",2023-06-09,"Image pack, Reviews, Image, Video Carousel, Indented, Related searches",informational,Organic
foot chantonnay,35,35,390,31,0.00,https://www.cougnaud-construction.com/realisations/club-house-chantonnay/,0,0,0.00,0,53,"[44,28,8,23,100,81,100,44,81,54,100,100]",2023-06-17,"Knowledge panel, Sitelinks, Indented, Related searches",navigational,Organic
consturction,85,85,110,62,0.79,https://www.cougnaud-construction.com/,0,0,0.00,0.02,2980000000,"[82,82,66,0,0,5,23,12,5,23,23,7]",2023-06-05,"Instant answer, Knowledge panel, Local pack, Top stories, Sitelinks, Reviews, Image, People also ask, Related searches",commercial,Organic
college gabriel peri bezons,73,73,110,29,0.00,https://www.cougnaud-construction.com/realisations/college-alice-guy/,0,0,0.00,0,93,"[12,7,17,17,100,66,35,17,10,12,12,10]",2023-05-30,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
villejuif - gustave roussy,18,18,110,34,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-institut-gustave-roussy/,0,0,0.00,0,478000,"[41,41,52,64,82,82,64,52,100,82,64,64]",2023-06-06,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, People also ask, Twitter carousel, Indented, Related searches",navigational,Organic
douches collectives,67,67,140,18,0.00,https://www.cougnaud-construction.com/realisations/vestiaires-sportifs-auterive/,0,0,0.00,0.02,279000,"[64,64,64,82,82,52,64,64,82,82,100,82]",2023-06-18,"Image pack, Sitelinks, Image, Indented, Related searches",informational,Organic
europcar la roche sur yon,44,44,390,23,0.37,https://www.cougnaud-construction.com/agence-europcar/,0,0,0.00,0.09,58,"[81,100,100,100,81,81,81,81,81,66,100,81]",2023-06-17,"Knowledge panel, Image pack, Reviews, Image, FAQ, Indented, Related searches","navigational, transactional",Organic
hopital roussy,23,23,210,35,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-institut-gustave-roussy/,0,0,0.00,0,143000,"[80,80,80,66,80,100,100,66,100,100,100,100]",2023-06-07,"Local pack, Sitelinks, Reviews, Image, People also ask, Find results on, Related searches",navigational,Organic
crêpelé,55,55,90,31,0.00,https://www.cougnaud-construction.com/realisations/bureaux-jspm-areva/,0,0,0.00,0,85,"[2,2,2,15,12,23,15,12,6,6,23,12]",2023-06-22,"Instant answer, Reviews, Indented, Related searches",informational,Organic
philippe brochard immobilier,28,28,170,20,0.39,https://www.cougnaud-construction.com/realisations/brochard-immobiler/,0,0,0.00,0.01,51,"[35,35,43,53,53,66,35,23,43,53,35,53]",2023-06-23,"Local pack, Image pack, Sitelinks, Reviews, Find results on, Indented, Related searches","commercial, navigational",Organic
saligny foot,18,18,50,22,0.00,https://www.cougnaud-construction.com/realisations/vestiaires-sportifs-saligny/,0,0,0.00,0,66,"[9,9,9,9,52,52,52,9,9,9,9,52]",2023-06-02,"Knowledge panel, Image pack, Sitelinks, Image, Indented, Related searches",navigational,Organic
navibus gare maritime,67,67,40,25,0.00,https://www.cougnaud-construction.com/realisations/point-d-accueil-finist-merc/,0,0,0.00,0,12900,"[27,18,100,36,18,27,27,27,18,18,18,27]",2023-06-09,"Local pack, Image pack, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
institut gustave roussy adresse,93,93,40,17,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-institut-gustave-roussy/,0,0,0.00,0.01,1090000,"[36,36,27,18,27,18,36,45,36,45,63,100]",2023-06-08,"Local pack, Image pack, Sitelinks, Reviews, Image, People also ask, Find results on, Twitter carousel, Indented, Related searches",commercial,Organic
algeco aménagé occasion,45,45,50,13,0.45,https://www.cougnaud-construction.com/,0,0,0.00,0.41,79,"[10,17,10,10,12,12,10,5,10,12,12,12]",2023-05-31,"Reviews, Image, Related searches",commercial,Organic
le chantier restaurant,44,45,170,35,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-stx/,0,0,0.00,0,11400000,"[81,53,100,100,65,43,34,21,15,28,28,43]",2023-06-25,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches","commercial, navigational",Organic
batiment coc,47,47,390,22,0.00,https://www.cougnaud-construction.com/,0,0,0.00,0.01,162000000,"[54,54,54,54,100,100,100,81,0,23,29,23]",2023-06-20,"Sitelinks, Reviews, Indented, Related searches",informational,Organic
espace co bry sur marne,23,23,40,17,0.00,https://www.cougnaud-construction.com/realisations/accueil-periscolaire-bry-sur-marne/,0,0,0.00,0,450000,"[2,2,11,2,2,11,2,2,2,2,2,2]",2023-06-12,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches","navigational, transactional",Organic
